,index,token_address,id,user,status,uri,name,description,image_url,metadata,collection,created_at,updated_at,god,set,mana,type,image,proto,tribe,attack,effect,health,rarity,quality,ETH amount,USD amount
235,235,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xedd4c21d73598ecc829abac144b8a34c5e661eff98483fca8a8969938977be04,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Divine Messenger,,https://card.godsunchained.com/?id=948&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 7, 'name': 'Divine Messenger', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=948&q=4', 'proto': 948, 'tribe': 'aether', 'attack': 7, 'effect': 'Roar: If you have 80 favor or more, give +5/+5 and ward to each creature in your deck.', 'health': 7, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:43.002871Z,2021-04-26T00:52:30.001425Z,neutral,trial,7,card,https://card.godsunchained.com/?id=948&q=4,948,aether,7,"Roar: If you have 80 favor or more, give +5/+5 and ward to each creature in your deck.",7,rare,Meteorite,0.00031,1.2950312000000002
236,236,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x6a55d5ccbb2e17a3b8df57c4ea49efc576aea4b781d28aed813d74e06e60ac70,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Guild Siren,,https://card.godsunchained.com/?id=935&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Guild Siren', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=935&q=4', 'proto': 935, 'tribe': 'guild', 'attack': 2, 'effect': 'After this creature attacks a god, pull a random card in their hand into their deck. Then, they draw a card.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:42.963053Z,2021-03-29T15:39:49.563857Z,deception,trial,2,card,https://card.godsunchained.com/?id=935&q=4,935,guild,2,"After this creature attacks a god, pull a random card in their hand into their deck. Then, they draw a card.",3,common,Meteorite,2e-05,0.08355040000000001
237,237,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x49b45f40a99a3785e889cced66344311da9b67e3b3f9139abe2eb1f54db551b5,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Death,,https://card.godsunchained.com/?id=932&q=4,"{'god': 'death', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Death', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=932&q=4', 'proto': 932, 'attack': 0, 'effect': 'Your relic gains: ""Whenever a creature dies, gain 3 favor.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:42.922229Z,2021-04-26T00:50:54.860771Z,death,trial,2,card,https://card.godsunchained.com/?id=932&q=4,932,,0,"Your relic gains: ""Whenever a creature dies, gain 3 favor.""",0,common,Meteorite,1.5e-05,0.0626628
238,238,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xb334b1896284c7cc2aac499c03ce7e68ae2dfb282f0d1d764544369197fc1138,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Parthene Democracy,,https://card.godsunchained.com/?id=875&q=4,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': 'Parthene Democracy', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=875&q=4', 'proto': 875, 'tribe': '', 'attack': 0, 'effect': 'Draw a card.<br>Give +1 health to each creature in your deck.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:42.880684Z,2021-03-29T15:39:49.515183Z,light,trial,3,card,https://card.godsunchained.com/?id=875&q=4,875,,0,Draw a card.<br>Give +1 health to each creature in your deck.,0,common,Meteorite,3.4e-05,0.14203568000000003
239,239,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xa020ecec369673085f61ff366e4f77eef1d392d4ddc2f7f5860d9956e4239dfa,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Student of Truth,,https://card.godsunchained.com/?id=900&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Student of Truth', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=900&q=4', 'proto': 900, 'tribe': 'mystic', 'attack': 3, 'effect': 'After you draw a card,<br>gain 4 favor.', 'health': 2, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:42.839587Z,2021-04-26T00:47:28.630295Z,neutral,trial,2,card,https://card.godsunchained.com/?id=900&q=4,900,mystic,3,"After you draw a card,<br>gain 4 favor.",2,rare,Meteorite,0.0003,1.253256
240,240,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xc17a11196fa649e67868c84649768394c036cfbfd002b404d46f0ad23de97fb6,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Larcenous Pan,,https://card.godsunchained.com/?id=851&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Larcenous Pan', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=851&q=4', 'proto': 851, 'tribe': 'nether', 'attack': 1, 'effect': 'Hidden. Flank. <br>When this creature attacks a god, steal 3 of their favor. (You also gain favor for attacking.)', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:41.164473Z,2021-03-29T15:39:49.489868Z,deception,trial,2,card,https://card.godsunchained.com/?id=851&q=4,851,nether,1,"Hidden. Flank. <br>When this creature attacks a god, steal 3 of their favor. (You also gain favor for attacking.)",3,common,Meteorite,1.5e-05,0.0626628
241,241,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xda3a6cd52ef311075aee6763f89813736cc8e55f725f1af988fbbf882df46e37,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=2,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=2', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Gold'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:41.12353Z,2021-04-26T00:38:21.308588Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=2,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Gold,0.0019,7.937288000000001
242,242,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xc578ea5223fa147f35b6e7585e47a4f10c89a4cc8fa3a12fa42bed8a72b591cc,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Dragonkin Caller,,https://card.godsunchained.com/?id=949&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Dragonkin Caller', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=949&q=4', 'proto': 949, 'tribe': 'mystic', 'attack': 3, 'effect': 'Roar: Pull a random<br>Dragon from your deck<br>into your hand.', 'health': 3, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:41.08367Z,2021-03-29T15:39:49.436077Z,neutral,trial,4,card,https://card.godsunchained.com/?id=949&q=4,949,mystic,3,Roar: Pull a random<br>Dragon from your deck<br>into your hand.,3,rare,Meteorite,0.0003,1.253256
243,243,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x85224708017dab987772c3dd962d98a7ef274255b9d93d889ea208259cc4a332,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Port Authority,,https://card.godsunchained.com/?id=934&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 6, 'name': 'Port Authority', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=934&q=4', 'proto': 934, 'tribe': 'guild', 'attack': 7, 'effect': 'Roar: If you control another Guild creature, add a copy of two random cards from your opponent’s deck to your hand.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:41.043851Z,2021-03-29T15:39:49.464188Z,deception,trial,6,card,https://card.godsunchained.com/?id=934&q=4,934,guild,7,"Roar: If you control another Guild creature, add a copy of two random cards from your opponent’s deck to your hand.",3,common,Meteorite,1e-05,0.041775200000000005
244,244,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x61d6ad8094cdde9e4f6d707629369c96f3a4de1246ecc944b21d909e0922d3d6,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Strength In Numbers,,https://card.godsunchained.com/?id=867&q=4,"{'god': 'war', 'set': 'trial', 'mana': 7, 'name': 'Strength In Numbers', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=867&q=4', 'proto': 867, 'attack': 0, 'effect': 'Add four random War creatures to your hand, and give +2/+2 to them.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:41.003317Z,2021-04-26T00:53:48.698663Z,war,trial,7,card,https://card.godsunchained.com/?id=867&q=4,867,,0,"Add four random War creatures to your hand, and give +2/+2 to them.",0,rare,Meteorite,0.000315,1.3159188000000002
245,245,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x99008f70b45fd0513c01ba9476289d30455a4c5c0c2a233a9067cf6ec4fa9e53,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Healing Light,,https://card.godsunchained.com/?id=937&q=4,"{'god': 'light', 'set': 'trial', 'mana': 4, 'name': 'Healing Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=937&q=4', 'proto': 937, 'tribe': '', 'attack': 0, 'effect': 'Fully heal each friendly creature, and give<br>them +1 health.<br>Gain 4 favor.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:39.842844Z,2021-03-29T15:39:49.380209Z,light,trial,4,card,https://card.godsunchained.com/?id=937&q=4,937,,0,"Fully heal each friendly creature, and give<br>them +1 health.<br>Gain 4 favor.",0,common,Meteorite,3e-05,0.1253256
246,246,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x42c2339cbc1691b648ed67df9591f42dadaddffef52c161f06527342efebc654,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Dryad Seer,,https://card.godsunchained.com/?id=839&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 2, 'name': 'Dryad Seer', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=839&q=4', 'proto': 839, 'tribe': 'amazon', 'attack': 1, 'effect': 'Afterlife: Add a random Nature card to your hand.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:39.800772Z,2021-03-29T15:39:49.372213Z,nature,trial,2,card,https://card.godsunchained.com/?id=839&q=4,839,amazon,1,Afterlife: Add a random Nature card to your hand.,2,common,Meteorite,1.4e-05,0.05848528000000001
247,247,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x03d6d28c80898840978d47903c2d6f80c359a18192b4b8ebd9edda55107d6bc9,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Olympian Guard,,https://card.godsunchained.com/?id=874&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Olympian Guard', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=874&q=4', 'proto': 874, 'tribe': 'olympian', 'attack': 1, 'effect': 'Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:39.759596Z,2021-03-29T15:39:49.379898Z,light,trial,2,card,https://card.godsunchained.com/?id=874&q=4,874,olympian,1,"Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.",2,common,Meteorite,0.000195,0.8146164
248,248,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x315fe4754aa71177a1847d33deaa6d13b2e517c8e9a0994a2afc89e2280df793,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Fenris Berserker,,https://card.godsunchained.com/?id=947&q=4,"{'god': 'war', 'set': 'trial', 'mana': 3, 'name': 'Fenris Berserker', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=947&q=4', 'proto': 947, 'tribe': 'viking', 'attack': 4, 'effect': 'After this creature attacks a god, destroy their relic.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:39.718177Z,2021-04-26T00:52:30.000732Z,war,trial,3,card,https://card.godsunchained.com/?id=947&q=4,947,viking,4,"After this creature attacks a god, destroy their relic.",3,common,Meteorite,2e-05,0.08355040000000001
249,249,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x739748c88b0b419639fbc79549cb037740dc26786c6d56443464624001dfa3ed,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Tartessian Mob,,https://card.godsunchained.com/?id=911&q=4,"{'god': 'war', 'set': 'trial', 'mana': 7, 'name': 'Tartessian Mob', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=911&q=4', 'proto': 911, 'tribe': 'olympian', 'attack': 3, 'effect': ""Roar: Summon two copies of this creature.<br>Afterlife: Deal this creature's strength as damage, split randomly among all enemy creatures."", 'health': 2, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:39.676784Z,2021-04-26T00:46:02.087678Z,war,trial,7,card,https://card.godsunchained.com/?id=911&q=4,911,olympian,3,"Roar: Summon two copies of this creature.<br>Afterlife: Deal this creature's strength as damage, split randomly among all enemy creatures.",2,rare,Meteorite,0.00041,1.7127832
250,250,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8b565bb30fe212dfe4422d5cc9dc60e62977ba62fc54e4edd6ca4b602ce68d32,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Fevered Dreams,,https://card.godsunchained.com/?id=849&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 3, 'name': 'Fevered Dreams', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=849&q=4', 'proto': 849, 'tribe': '', 'attack': 0, 'effect': 'Target creature<br>goes to sleep.<br>Draw a card for each sleeping enemy creature.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:38.589157Z,2021-03-29T15:39:49.271449Z,deception,trial,3,card,https://card.godsunchained.com/?id=849&q=4,849,,0,Target creature<br>goes to sleep.<br>Draw a card for each sleeping enemy creature.,0,common,Meteorite,2e-05,0.08355040000000001
251,251,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x96b4e74f75fb32d3a8e7c75e6c4245acf9030fcf372252abcb35b14191bf0228,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Sudden Rally,,https://card.godsunchained.com/?id=944&q=3,"{'god': 'nature', 'set': 'trial', 'mana': 3, 'name': 'Sudden Rally', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=944&q=3', 'proto': 944, 'tribe': '', 'attack': 0, 'effect': 'Summon three confused 1/1 Amazon Recruits.', 'health': 0, 'rarity': 'common', 'quality': 'Shadow'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:38.549801Z,2021-03-29T15:39:49.273626Z,nature,trial,3,card,https://card.godsunchained.com/?id=944&q=3,944,,0,Summon three confused 1/1 Amazon Recruits.,0,common,Shadow,0.00027,1.1279304
252,252,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x63a9668c3e72a46efa97a5dab778f17a5ca5a10876c8c0072aa7ffb6639d8e86,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Tartessian Sentry,,https://card.godsunchained.com/?id=880&q=4,"{'god': 'light', 'set': 'trial', 'mana': 4, 'name': 'Tartessian Sentry', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=880&q=4', 'proto': 880, 'tribe': 'olympian', 'attack': 3, 'effect': ""At the end of your turn, give this creature +1/+1 if it hasn't attacked since entering the board. <br>Roar: Give +1/+1 and ward<br>to the Chosen One."", 'health': 3, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:38.510159Z,2021-03-29T15:39:49.266252Z,light,trial,4,card,https://card.godsunchained.com/?id=880&q=4,880,olympian,3,"At the end of your turn, give this creature +1/+1 if it hasn't attacked since entering the board. <br>Roar: Give +1/+1 and ward<br>to the Chosen One.",3,rare,Meteorite,0.0003,1.253256
253,253,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x7bc27cd996f67c9b1b2b0e3fdf98262414207aa3bddf0c8fc6521fa136294436,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Stolen Plans,,https://card.godsunchained.com/?id=848&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 1, 'name': 'Stolen Plans', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=848&q=4', 'proto': 848, 'tribe': '', 'attack': 0, 'effect': ""Target an opponent.<br>Delve a card belonging to<br>that god's domain.<br>(The domains are Death, Deception, Light, Magic, Nature, and War.)"", 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:38.469328Z,2021-03-29T15:39:49.268739Z,deception,trial,1,card,https://card.godsunchained.com/?id=848&q=4,848,,0,"Target an opponent.<br>Delve a card belonging to<br>that god's domain.<br>(The domains are Death, Deception, Light, Magic, Nature, and War.)",0,common,Meteorite,6e-05,0.2506512
254,254,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xb443d6d5a3b4c239876a4ab2bc0797399f144ea059cf758199382593a1c68448,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Arcane Burst,,https://card.godsunchained.com/?id=823&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 7, 'name': 'Arcane Burst', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=823&q=4', 'proto': 823, 'tribe': '', 'attack': 0, 'effect': 'Deal 1 damage to a character for each spell that costs 3 or less in your void, up to a maximum of 10 damage.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:38.429302Z,2021-03-29T15:39:49.242403Z,magic,trial,7,card,https://card.godsunchained.com/?id=823&q=4,823,,0,"Deal 1 damage to a character for each spell that costs 3 or less in your void, up to a maximum of 10 damage.",0,rare,Meteorite,0.000179,0.7477760800000001
255,255,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x111d54cefa1bfe1a1ea8e2953725190557900375ef3fc4be0e6da2c067a6e4aa,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Light,,https://card.godsunchained.com/?id=938&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=938&q=4', 'proto': 938, 'attack': 0, 'effect': 'Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:37.350144Z,2021-04-26T00:38:20.909366Z,light,trial,2,card,https://card.godsunchained.com/?id=938&q=4,938,,0,"Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""",0,common,Meteorite,1.4e-05,0.05848528000000001
256,256,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x1e2eb24cf4d9ceed860452a269ed7c57774763939fb210a61b0b3d7e48a12608,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Dryad Seer,,https://card.godsunchained.com/?id=839&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 2, 'name': 'Dryad Seer', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=839&q=4', 'proto': 839, 'tribe': 'amazon', 'attack': 1, 'effect': 'Afterlife: Add a random Nature card to your hand.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:37.309332Z,2021-03-29T15:39:48.678077Z,nature,trial,2,card,https://card.godsunchained.com/?id=839&q=4,839,amazon,1,Afterlife: Add a random Nature card to your hand.,2,common,Meteorite,1.4e-05,0.05848528000000001
257,257,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xb02ff7fae9ca34aad458b53b5592e3bb79d30d32815525956e5e9d3c26b117e4,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Spellbound Goblin,,https://card.godsunchained.com/?id=941&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 4, 'name': 'Spellbound Goblin', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=941&q=4', 'proto': 941, 'attack': 3, 'effect': 'Spell boost +1.<br>Roar: Give -5 durability to your opponent’s relic.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:37.267824Z,2021-04-26T00:38:21.213107Z,magic,trial,4,card,https://card.godsunchained.com/?id=941&q=4,941,,3,Spell boost +1.<br>Roar: Give -5 durability to your opponent’s relic.,3,common,Meteorite,1.5e-05,0.0626628
258,258,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0ecb5f1a6dc53db5e87788e169556434ac1e07116af4fd0b7d2e9a8624aa35ce,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Manticore Hulk,,https://card.godsunchained.com/?id=950&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Manticore Hulk', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=950&q=4', 'proto': 950, 'tribe': 'nether', 'attack': 4, 'effect': '', 'health': 5, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:37.220376Z,2021-03-29T15:39:48.667812Z,neutral,trial,4,card,https://card.godsunchained.com/?id=950&q=4,950,nether,4,,5,common,Meteorite,4.7e-05,0.19634344
259,259,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xf997d212603bfd5251682287e25b743b740a306fec4cca2194002ce4f94f617f,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Skull Scepter,,https://card.godsunchained.com/?id=806&q=4,"{'god': 'death', 'set': 'trial', 'mana': 2, 'name': 'Skull Scepter', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=806&q=4', 'proto': 806, 'attack': 0, 'effect': 'After one of your creatures die, deal 1 damage to your opponent’s god.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:37.179702Z,2021-04-26T00:59:02.154467Z,death,trial,2,card,https://card.godsunchained.com/?id=806&q=4,806,,0,"After one of your creatures die, deal 1 damage to your opponent’s god.",1,rare,Meteorite,0.00057,2.3811864000000003
260,260,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8041d1e58c252ba8e89dfe68a8e309ceb0fb8391417892d390b89987809d9ceb,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Fenris Berserker,,https://card.godsunchained.com/?id=947&q=4,"{'god': 'war', 'set': 'trial', 'mana': 3, 'name': 'Fenris Berserker', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=947&q=4', 'proto': 947, 'tribe': 'viking', 'attack': 4, 'effect': 'After this creature attacks a god, destroy their relic.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:36.233371Z,2021-04-26T00:48:42.648164Z,war,trial,3,card,https://card.godsunchained.com/?id=947&q=4,947,viking,4,"After this creature attacks a god, destroy their relic.",3,common,Meteorite,2e-05,0.08355040000000001
261,261,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8cb4256644968646eeb2e938d1ff3c34b3ab8c9aa3e8b91e1964140f925b7b52,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=4', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:36.193345Z,2021-04-26T01:00:45.020142Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=4,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Meteorite,3e-05,0.1253256
262,262,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x0d725defa03ef886192114ce0c9d9493076496621da5a7e1bb76ec981d6c0d29,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Mountain Raider,,https://card.godsunchained.com/?id=864&q=4,"{'god': 'war', 'set': 'trial', 'mana': 4, 'name': 'Mountain Raider', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=864&q=4', 'proto': 864, 'attack': 2, 'effect': 'Roar: Summon a copy of this creature. (A copy includes buffs and debuffs.)', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:36.15345Z,2021-04-26T00:38:20.887206Z,war,trial,4,card,https://card.godsunchained.com/?id=864&q=4,864,,2,Roar: Summon a copy of this creature. (A copy includes buffs and debuffs.),2,common,Meteorite,7.5e-05,0.313314
263,263,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xf50ea4ffec63b52b4249a0fd698f8f44df8ae6069ce5afd388c1f6412c6655c5,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Undead Chimera,,https://card.godsunchained.com/?id=808&q=4,"{'god': 'death', 'set': 'trial', 'mana': 4, 'name': 'Undead Chimera', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=808&q=4', 'proto': 808, 'tribe': 'nether', 'attack': 3, 'effect': 'After this creature attacks, deal 2 damage to each god.', 'health': 5, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:36.11364Z,2021-03-29T15:39:48.623798Z,death,trial,4,card,https://card.godsunchained.com/?id=808&q=4,808,nether,3,"After this creature attacks, deal 2 damage to each god.",5,common,Meteorite,0.00014,0.5848528000000001
264,264,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x361b2ab456b96fccc377a86edb16f6fe03ca7f423895ddb21d55b0f582f88deb,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Necronomics,,https://card.godsunchained.com/?id=804&q=4,"{'god': 'death', 'set': 'trial', 'mana': 1, 'name': 'Necronomics', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=804&q=4', 'proto': 804, 'attack': 0, 'effect': 'Deal 5 damage to your god and refresh 5 mana.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:36.072042Z,2021-04-26T01:00:02.722018Z,death,trial,1,card,https://card.godsunchained.com/?id=804&q=4,804,,0,Deal 5 damage to your god and refresh 5 mana.,0,rare,Meteorite,0.000485,2.0260972
